simulation_id,ID,averageCellCycleDuration_tumour,averageCellCycleDuration_stroma,chi_macrophageToCSF,chi_macrophageToCXCL12,chi_tumourCellToEGF,macrophagePhenotypeIncrementPerHour,distanceToBloodVessel,numberOfBloodVessels,halfMaximalExtravasationCsf1Conc,maximumProbOfExtravasationPerHour,tgfThresholdForPhenotypeSwitch,iterationNumber
AWS_ParameterSweep_24072021/771,771,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,0
AWS_ParameterSweep_24072021/772,772,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,1
AWS_ParameterSweep_24072021/773,773,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,2
AWS_ParameterSweep_24072021/774,774,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,3
AWS_ParameterSweep_24072021/775,775,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,4
AWS_ParameterSweep_24072021/776,776,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,5
AWS_ParameterSweep_24072021/777,777,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,6
AWS_ParameterSweep_24072021/778,778,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,7
AWS_ParameterSweep_24072021/779,779,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,8
AWS_ParameterSweep_24072021/780,780,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.5,9
AWS_ParameterSweep_24072021/781,781,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,0
AWS_ParameterSweep_24072021/782,782,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,1
AWS_ParameterSweep_24072021/783,783,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,2
AWS_ParameterSweep_24072021/784,784,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,3
AWS_ParameterSweep_24072021/785,785,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,4
AWS_ParameterSweep_24072021/786,786,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,5
AWS_ParameterSweep_24072021/787,787,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,6
AWS_ParameterSweep_24072021/788,788,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,7
AWS_ParameterSweep_24072021/789,789,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,8
AWS_ParameterSweep_24072021/790,790,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.05,9
AWS_ParameterSweep_24072021/791,791,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,0
AWS_ParameterSweep_24072021/792,792,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,1
AWS_ParameterSweep_24072021/793,793,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,2
AWS_ParameterSweep_24072021/794,794,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,3
AWS_ParameterSweep_24072021/795,795,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,4
AWS_ParameterSweep_24072021/796,796,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,5
AWS_ParameterSweep_24072021/797,797,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,6
AWS_ParameterSweep_24072021/798,798,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,7
AWS_ParameterSweep_24072021/799,799,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,8
AWS_ParameterSweep_24072021/800,800,24,32,2.5,3,3,0.01,17,35,0.4,0.075,0.5,9
AWS_ParameterSweep_24072021/801,801,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,0
AWS_ParameterSweep_24072021/802,802,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,1
AWS_ParameterSweep_24072021/803,803,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,2
AWS_ParameterSweep_24072021/804,804,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,3
AWS_ParameterSweep_24072021/805,805,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,4
AWS_ParameterSweep_24072021/806,806,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,5
AWS_ParameterSweep_24072021/807,807,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,6
AWS_ParameterSweep_24072021/808,808,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,7
AWS_ParameterSweep_24072021/809,809,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,8
AWS_ParameterSweep_24072021/810,810,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.05,9
AWS_ParameterSweep_24072021/811,811,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,0
AWS_ParameterSweep_24072021/812,812,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,1
AWS_ParameterSweep_24072021/813,813,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,2
AWS_ParameterSweep_24072021/814,814,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,3
AWS_ParameterSweep_24072021/815,815,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,4
AWS_ParameterSweep_24072021/816,816,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,5
AWS_ParameterSweep_24072021/817,817,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,6
AWS_ParameterSweep_24072021/818,818,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,7
AWS_ParameterSweep_24072021/819,819,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,8
AWS_ParameterSweep_24072021/820,820,24,32,2.5,3,3,0.01,17,35,0.5,0.075,0.5,9
AWS_ParameterSweep_24072021/821,821,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,0
AWS_ParameterSweep_24072021/822,822,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,1
AWS_ParameterSweep_24072021/823,823,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,2
AWS_ParameterSweep_24072021/824,824,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,3
AWS_ParameterSweep_24072021/825,825,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,4
AWS_ParameterSweep_24072021/826,826,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,5
AWS_ParameterSweep_24072021/827,827,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,6
AWS_ParameterSweep_24072021/828,828,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,7
AWS_ParameterSweep_24072021/829,829,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,8
AWS_ParameterSweep_24072021/830,830,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.05,9
AWS_ParameterSweep_24072021/831,831,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,0
AWS_ParameterSweep_24072021/832,832,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,1
AWS_ParameterSweep_24072021/833,833,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,2
AWS_ParameterSweep_24072021/834,834,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,3
AWS_ParameterSweep_24072021/835,835,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,4
AWS_ParameterSweep_24072021/836,836,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,5
AWS_ParameterSweep_24072021/837,837,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,6
AWS_ParameterSweep_24072021/838,838,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,7
AWS_ParameterSweep_24072021/839,839,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,8
AWS_ParameterSweep_24072021/840,840,24,32,2.5,3,3,0.01,17,35,0.6,0.075,0.5,9
AWS_ParameterSweep_24072021/841,841,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,0
AWS_ParameterSweep_24072021/842,842,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,1
AWS_ParameterSweep_24072021/843,843,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,2
AWS_ParameterSweep_24072021/844,844,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,3
AWS_ParameterSweep_24072021/845,845,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,4
AWS_ParameterSweep_24072021/846,846,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,5
AWS_ParameterSweep_24072021/847,847,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,6
AWS_ParameterSweep_24072021/848,848,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,7
AWS_ParameterSweep_24072021/849,849,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,8
AWS_ParameterSweep_24072021/850,850,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.05,9
AWS_ParameterSweep_24072021/851,851,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,0
AWS_ParameterSweep_24072021/852,852,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,1
AWS_ParameterSweep_24072021/853,853,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,2
AWS_ParameterSweep_24072021/854,854,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,3
AWS_ParameterSweep_24072021/855,855,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,4
AWS_ParameterSweep_24072021/856,856,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,5
AWS_ParameterSweep_24072021/857,857,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,6
AWS_ParameterSweep_24072021/858,858,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,7
AWS_ParameterSweep_24072021/859,859,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,8
AWS_ParameterSweep_24072021/860,860,24,32,2.5,3,3,0.01,17,35,0.7,0.075,0.5,9
AWS_ParameterSweep_24072021/861,861,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,0
AWS_ParameterSweep_24072021/862,862,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,1
AWS_ParameterSweep_24072021/863,863,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,2
AWS_ParameterSweep_24072021/864,864,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,3
AWS_ParameterSweep_24072021/865,865,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,4
AWS_ParameterSweep_24072021/866,866,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,5
AWS_ParameterSweep_24072021/867,867,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,6
AWS_ParameterSweep_24072021/868,868,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,7
AWS_ParameterSweep_24072021/869,869,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,8
AWS_ParameterSweep_24072021/870,870,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.05,9
AWS_ParameterSweep_24072021/871,871,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,0
AWS_ParameterSweep_24072021/872,872,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,1
AWS_ParameterSweep_24072021/873,873,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,2
AWS_ParameterSweep_24072021/874,874,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,3
AWS_ParameterSweep_24072021/875,875,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,4
AWS_ParameterSweep_24072021/876,876,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,5
AWS_ParameterSweep_24072021/877,877,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,6
AWS_ParameterSweep_24072021/878,878,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,7
AWS_ParameterSweep_24072021/879,879,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,8
AWS_ParameterSweep_24072021/880,880,24,32,2.5,3,3,0.01,17,35,0.8,0.075,0.5,9
AWS_ParameterSweep_24072021/881,881,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,0
AWS_ParameterSweep_24072021/882,882,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,1
AWS_ParameterSweep_24072021/883,883,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,2
AWS_ParameterSweep_24072021/884,884,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,3
AWS_ParameterSweep_24072021/885,885,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,4
AWS_ParameterSweep_24072021/886,886,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,5
AWS_ParameterSweep_24072021/887,887,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,6
AWS_ParameterSweep_24072021/888,888,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,7
AWS_ParameterSweep_24072021/889,889,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,8
AWS_ParameterSweep_24072021/890,890,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.05,9
AWS_ParameterSweep_24072021/891,891,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,0
AWS_ParameterSweep_24072021/892,892,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,1
AWS_ParameterSweep_24072021/893,893,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,2
AWS_ParameterSweep_24072021/894,894,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,3
AWS_ParameterSweep_24072021/895,895,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,4
AWS_ParameterSweep_24072021/896,896,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,5
AWS_ParameterSweep_24072021/897,897,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,6
AWS_ParameterSweep_24072021/898,898,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,7
AWS_ParameterSweep_24072021/899,899,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,8
AWS_ParameterSweep_24072021/900,900,24,32,2.5,3,3,0.01,17,35,0.9,0.075,0.5,9
AWS_ParameterSweep_24072021/901,901,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,0
AWS_ParameterSweep_24072021/902,902,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,1
AWS_ParameterSweep_24072021/903,903,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,2
AWS_ParameterSweep_24072021/904,904,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,3
AWS_ParameterSweep_24072021/905,905,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,4
AWS_ParameterSweep_24072021/906,906,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,5
AWS_ParameterSweep_24072021/907,907,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,6
AWS_ParameterSweep_24072021/908,908,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,7
AWS_ParameterSweep_24072021/909,909,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,8
AWS_ParameterSweep_24072021/910,910,24,32,3,3,3,0.01,17,35,0.1,0.075,0.05,9
AWS_ParameterSweep_24072021/911,911,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,0
AWS_ParameterSweep_24072021/912,912,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,1
AWS_ParameterSweep_24072021/913,913,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,2
AWS_ParameterSweep_24072021/914,914,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,3
AWS_ParameterSweep_24072021/915,915,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,4
AWS_ParameterSweep_24072021/916,916,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,5
AWS_ParameterSweep_24072021/917,917,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,6
AWS_ParameterSweep_24072021/918,918,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,7
AWS_ParameterSweep_24072021/919,919,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,8
AWS_ParameterSweep_24072021/920,920,24,32,3,3,3,0.01,17,35,0.1,0.075,0.5,9
AWS_ParameterSweep_24072021/921,921,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,0
AWS_ParameterSweep_24072021/922,922,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,1
AWS_ParameterSweep_24072021/923,923,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,2
AWS_ParameterSweep_24072021/924,924,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,3
AWS_ParameterSweep_24072021/925,925,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,4
AWS_ParameterSweep_24072021/926,926,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,5
AWS_ParameterSweep_24072021/927,927,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,6
AWS_ParameterSweep_24072021/928,928,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,7
AWS_ParameterSweep_24072021/929,929,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,8
AWS_ParameterSweep_24072021/930,930,24,32,3,3,3,0.01,17,35,0.2,0.075,0.05,9
AWS_ParameterSweep_24072021/931,931,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,0
AWS_ParameterSweep_24072021/932,932,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,1
AWS_ParameterSweep_24072021/933,933,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,2
AWS_ParameterSweep_24072021/934,934,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,3
AWS_ParameterSweep_24072021/935,935,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,4
AWS_ParameterSweep_24072021/936,936,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,5
AWS_ParameterSweep_24072021/937,937,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,6
AWS_ParameterSweep_24072021/938,938,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,7
AWS_ParameterSweep_24072021/939,939,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,8
AWS_ParameterSweep_24072021/940,940,24,32,3,3,3,0.01,17,35,0.2,0.075,0.5,9
AWS_ParameterSweep_24072021/941,941,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,0
AWS_ParameterSweep_24072021/942,942,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,1
AWS_ParameterSweep_24072021/943,943,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,2
AWS_ParameterSweep_24072021/944,944,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,3
AWS_ParameterSweep_24072021/945,945,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,4
AWS_ParameterSweep_24072021/946,946,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,5
AWS_ParameterSweep_24072021/947,947,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,6
AWS_ParameterSweep_24072021/948,948,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,7
AWS_ParameterSweep_24072021/949,949,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,8
AWS_ParameterSweep_24072021/950,950,24,32,3,3,3,0.01,17,35,0.3,0.075,0.05,9
AWS_ParameterSweep_24072021/951,951,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,0
AWS_ParameterSweep_24072021/952,952,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,1
AWS_ParameterSweep_24072021/953,953,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,2
AWS_ParameterSweep_24072021/954,954,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,3
AWS_ParameterSweep_24072021/955,955,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,4
AWS_ParameterSweep_24072021/956,956,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,5
AWS_ParameterSweep_24072021/957,957,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,6
AWS_ParameterSweep_24072021/958,958,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,7
AWS_ParameterSweep_24072021/959,959,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,8
AWS_ParameterSweep_24072021/960,960,24,32,3,3,3,0.01,17,35,0.3,0.075,0.5,9
AWS_ParameterSweep_24072021/961,961,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,0
AWS_ParameterSweep_24072021/962,962,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,1
AWS_ParameterSweep_24072021/963,963,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,2
AWS_ParameterSweep_24072021/964,964,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,3
AWS_ParameterSweep_24072021/965,965,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,4
AWS_ParameterSweep_24072021/966,966,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,5
AWS_ParameterSweep_24072021/967,967,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,6
AWS_ParameterSweep_24072021/968,968,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,7
AWS_ParameterSweep_24072021/969,969,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,8
AWS_ParameterSweep_24072021/970,970,24,32,3,3,3,0.01,17,35,0.4,0.075,0.05,9
AWS_ParameterSweep_24072021/971,971,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,0
AWS_ParameterSweep_24072021/972,972,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,1
AWS_ParameterSweep_24072021/973,973,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,2
AWS_ParameterSweep_24072021/974,974,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,3
AWS_ParameterSweep_24072021/975,975,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,4
AWS_ParameterSweep_24072021/976,976,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,5
AWS_ParameterSweep_24072021/977,977,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,6
AWS_ParameterSweep_24072021/978,978,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,7
AWS_ParameterSweep_24072021/979,979,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,8
AWS_ParameterSweep_24072021/980,980,24,32,3,3,3,0.01,17,35,0.4,0.075,0.5,9
AWS_ParameterSweep_24072021/981,981,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,0
AWS_ParameterSweep_24072021/982,982,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,1
AWS_ParameterSweep_24072021/983,983,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,2
AWS_ParameterSweep_24072021/984,984,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,3
AWS_ParameterSweep_24072021/985,985,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,4
AWS_ParameterSweep_24072021/986,986,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,5
AWS_ParameterSweep_24072021/987,987,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,6
AWS_ParameterSweep_24072021/988,988,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,7
AWS_ParameterSweep_24072021/989,989,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,8
AWS_ParameterSweep_24072021/990,990,24,32,3,3,3,0.01,17,35,0.5,0.075,0.05,9
AWS_ParameterSweep_24072021/991,991,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,0
AWS_ParameterSweep_24072021/992,992,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,1
AWS_ParameterSweep_24072021/993,993,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,2
AWS_ParameterSweep_24072021/994,994,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,3
AWS_ParameterSweep_24072021/995,995,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,4
AWS_ParameterSweep_24072021/996,996,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,5
AWS_ParameterSweep_24072021/997,997,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,6
AWS_ParameterSweep_24072021/998,998,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,7
AWS_ParameterSweep_24072021/999,999,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,8
AWS_ParameterSweep_24072021/1000,1000,24,32,3,3,3,0.01,17,35,0.5,0.075,0.5,9
AWS_ParameterSweep_24072021/1001,1001,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,0
AWS_ParameterSweep_24072021/1002,1002,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,1
AWS_ParameterSweep_24072021/1003,1003,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,2
AWS_ParameterSweep_24072021/1004,1004,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,3
AWS_ParameterSweep_24072021/1005,1005,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,4
AWS_ParameterSweep_24072021/1006,1006,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,5
AWS_ParameterSweep_24072021/1007,1007,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,6
AWS_ParameterSweep_24072021/1008,1008,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,7
AWS_ParameterSweep_24072021/1009,1009,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,8
AWS_ParameterSweep_24072021/1010,1010,24,32,3,3,3,0.01,17,35,0.6,0.075,0.05,9
AWS_ParameterSweep_24072021/1011,1011,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,0
AWS_ParameterSweep_24072021/1012,1012,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,1
AWS_ParameterSweep_24072021/1013,1013,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,2
AWS_ParameterSweep_24072021/1014,1014,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,3
AWS_ParameterSweep_24072021/1015,1015,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,4
AWS_ParameterSweep_24072021/1016,1016,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,5
AWS_ParameterSweep_24072021/1017,1017,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,6
AWS_ParameterSweep_24072021/1018,1018,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,7
AWS_ParameterSweep_24072021/1019,1019,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,8
AWS_ParameterSweep_24072021/1020,1020,24,32,3,3,3,0.01,17,35,0.6,0.075,0.5,9
AWS_ParameterSweep_24072021/1021,1021,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,0
AWS_ParameterSweep_24072021/1022,1022,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,1
AWS_ParameterSweep_24072021/1023,1023,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,2
AWS_ParameterSweep_24072021/1024,1024,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,3
AWS_ParameterSweep_24072021/1025,1025,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,4
AWS_ParameterSweep_24072021/1026,1026,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,5
AWS_ParameterSweep_24072021/1027,1027,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,6
AWS_ParameterSweep_24072021/1028,1028,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,7
AWS_ParameterSweep_24072021/1029,1029,24,32,3,3,3,0.01,17,35,0.7,0.075,0.05,8
